customer_id,customer_name,email,phone,address,total_purchases,total_spent,loyalty_points,average_order_value
C0370,Customer 370,customer370@example.com,9987981078,Address 370,61,8445,3262,279
C0371,Customer 371,customer371@example.com,9908905913,Address 371,97,3158,571,374
C0372,Customer 372,customer372@example.com,9996880709,Address 372,22,1726,619,201
C0373,Customer 373,customer373@example.com,9973430082,Address 373,65,9588,4625,470
C0374,Customer 374,customer374@example.com,9995345469,Address 374,86,9355,3528,386
C0375,Customer 375,customer375@example.com,9992872194,Address 375,68,7709,3740,273
C0376,Customer 376,customer376@example.com,9938177748,Address 376,97,7095,1327,198
C0377,Customer 377,customer377@example.com,9966447143,Address 377,33,4618,2715,28
C0378,Customer 378,customer378@example.com,9929727967,Address 378,91,1803,2359,409
C0379,Customer 379,customer379@example.com,9929354165,Address 379,71,659,3609,255
C0380,Customer 380,customer380@example.com,9974166825,Address 380,46,4666,732,276
C0381,Customer 381,customer381@example.com,9991479280,Address 381,97,4035,90,358
C0382,Customer 382,customer382@example.com,9901521270,Address 382,24,7390,2034,77
C0383,Customer 383,customer383@example.com,9977394997,Address 383,74,9386,2863,22
C0384,Customer 384,customer384@example.com,9977355462,Address 384,76,6519,4463,402
C0385,Customer 385,customer385@example.com,9928133598,Address 385,1,5386,3321,432
C0386,Customer 386,customer386@example.com,9944477395,Address 386,59,6897,3421,305
C0387,Customer 387,customer387@example.com,9985266936,Address 387,9,5229,212,94
C0388,Customer 388,customer388@example.com,9999507229,Address 388,75,5811,1452,102
C0389,Customer 389,customer389@example.com,9972928793,Address 389,90,9379,371,440
C0390,Customer 390,customer390@example.com,9948700196,Address 390,12,2069,1872,375
C0391,Customer 391,customer391@example.com,9937017710,Address 391,45,4006,2387,82
C0392,Customer 392,customer392@example.com,9996271007,Address 392,23,4030,2273,347
C0393,Customer 393,customer393@example.com,9907848920,Address 393,75,4285,337,27
C0394,Customer 394,customer394@example.com,9989399283,Address 394,3,2916,2555,478
C0395,Customer 395,customer395@example.com,9928402002,Address 395,76,9356,2750,268
C0396,Customer 396,customer396@example.com,9924195667,Address 396,72,7527,84,26
C0397,Customer 397,customer397@example.com,9986788073,Address 397,50,3925,2140,101
C0398,Customer 398,customer398@example.com,9993600329,Address 398,2,6128,1340,245
C0399,Customer 399,customer399@example.com,9971164796,Address 399,84,9812,3537,317
C0400,Customer 400,customer400@example.com,9961333991,Address 400,68,3595,192,68
C0401,Customer 401,customer401@example.com,9973302388,Address 401,30,246,922,289
C0402,Customer 402,customer402@example.com,9970748135,Address 402,35,6868,2673,380
C0403,Customer 403,customer403@example.com,9915079485,Address 403,92,8854,1726,473
C0404,Customer 404,customer404@example.com,9918088691,Address 404,16,1154,3100,489
C0405,Customer 405,customer405@example.com,9930747868,Address 405,93,8150,910,140
C0406,Customer 406,customer406@example.com,9912695297,Address 406,36,5752,4833,229
C0407,Customer 407,customer407@example.com,9945789777,Address 407,58,3593,127,415
C0408,Customer 408,customer408@example.com,9959182393,Address 408,15,1470,1410,194
C0409,Customer 409,customer409@example.com,9941670469,Address 409,92,9097,2883,418
C0410,Customer 410,customer410@example.com,9988194211,Address 410,11,1776,437,377
C0411,Customer 411,customer411@example.com,9977416929,Address 411,59,1510,3977,266
C0412,Customer 412,customer412@example.com,9916470121,Address 412,39,452,1411,422
C0413,Customer 413,customer413@example.com,9969647034,Address 413,49,1393,1513,344
C0414,Customer 414,customer414@example.com,9901827683,Address 414,54,2675,4897,320
C0415,Customer 415,customer415@example.com,9951871888,Address 415,29,3547,1604,493
C0416,Customer 416,customer416@example.com,9911031577,Address 416,87,2757,4746,377
C0417,Customer 417,customer417@example.com,9936244860,Address 417,21,2040,3749,206
C0418,Customer 418,customer418@example.com,9917986283,Address 418,61,1328,2527,381
C0419,Customer 419,customer419@example.com,9947099875,Address 419,16,1023,3880,335
C0420,Customer 420,customer420@example.com,9964340645,Address 420,2,5508,3367,103
C0421,Customer 421,customer421@example.com,9903892541,Address 421,52,7887,3296,492
C0422,Customer 422,customer422@example.com,9974915233,Address 422,69,2584,4689,133
C0423,Customer 423,customer423@example.com,9944953257,Address 423,72,320,154,73
C0424,Customer 424,customer424@example.com,9941919865,Address 424,56,3799,4218,288
C0425,Customer 425,customer425@example.com,9963685138,Address 425,95,3196,3779,153
C0426,Customer 426,customer426@example.com,9968383707,Address 426,47,4031,3904,291
C0427,Customer 427,customer427@example.com,9961716066,Address 427,29,8037,4680,221
C0428,Customer 428,customer428@example.com,9976558016,Address 428,41,3151,3525,396
C0429,Customer 429,customer429@example.com,9922351551,Address 429,8,6940,4768,379
C0430,Customer 430,customer430@example.com,9928100146,Address 430,46,8305,1512,490
C0431,Customer 431,customer431@example.com,9915954376,Address 431,44,6998,1540,140
C0432,Customer 432,customer432@example.com,9952920436,Address 432,91,3187,1391,469
C0433,Customer 433,customer433@example.com,9942119205,Address 433,59,5271,3484,238
C0434,Customer 434,customer434@example.com,9927149772,Address 434,65,2018,1430,175
C0435,Customer 435,customer435@example.com,9902657462,Address 435,54,9629,1056,426
C0436,Customer 436,customer436@example.com,9901704960,Address 436,1,6599,2606,47
C0437,Customer 437,customer437@example.com,9937864316,Address 437,24,5506,2701,398
C0438,Customer 438,customer438@example.com,9941608030,Address 438,73,5146,921,300
C0439,Customer 439,customer439@example.com,9967265921,Address 439,10,4990,3079,446
C0440,Customer 440,customer440@example.com,9947100502,Address 440,35,7359,2354,247
C0441,Customer 441,customer441@example.com,9951071635,Address 441,21,9912,2296,131
C0442,Customer 442,customer442@example.com,9949363244,Address 442,79,3695,1770,133
C0443,Customer 443,customer443@example.com,9968633343,Address 443,45,3665,2697,242
C0444,Customer 444,customer444@example.com,9923899496,Address 444,59,2354,4433,261
C0445,Customer 445,customer445@example.com,9992814329,Address 445,32,3045,3667,357
C0446,Customer 446,customer446@example.com,9975241337,Address 446,34,9495,1125,310
C0447,Customer 447,customer447@example.com,9902349648,Address 447,6,7011,2701,382
C0448,Customer 448,customer448@example.com,9998822889,Address 448,21,4055,268,234
C0449,Customer 449,customer449@example.com,9983898122,Address 449,57,7736,2317,494
C0450,Customer 450,customer450@example.com,9901468888,Address 450,58,6765,3061,199
C0451,Customer 451,customer451@example.com,9912336954,Address 451,15,8972,2878,58
C0452,Customer 452,customer452@example.com,9939257156,Address 452,64,1406,4947,292
C0453,Customer 453,customer453@example.com,9979182055,Address 453,3,612,971,16
C0454,Customer 454,customer454@example.com,9970185968,Address 454,85,9775,1891,218
C0455,Customer 455,customer455@example.com,9987910983,Address 455,5,5163,1914,366
C0456,Customer 456,customer456@example.com,9932153466,Address 456,60,6791,3400,217
C0457,Customer 457,customer457@example.com,9962219130,Address 457,96,9650,2842,215
C0458,Customer 458,customer458@example.com,9965520953,Address 458,18,1843,4337,44
C0459,Customer 459,customer459@example.com,9901523982,Address 459,96,780,2165,434
C0460,Customer 460,customer460@example.com,9950892416,Address 460,41,6933,4063,414
C0461,Customer 461,customer461@example.com,9992216520,Address 461,79,9943,2613,15
C0462,Customer 462,customer462@example.com,9931234987,Address 462,26,6028,178,332
C0463,Customer 463,customer463@example.com,9958363467,Address 463,23,1037,2714,56
C0464,Customer 464,customer464@example.com,9959045535,Address 464,85,6951,2747,146
C0465,Customer 465,customer465@example.com,9931405941,Address 465,23,9570,821,252
C0466,Customer 466,customer466@example.com,9957907712,Address 466,52,3126,4948,357
C0467,Customer 467,customer467@example.com,9956272940,Address 467,78,7544,4539,344
C0468,Customer 468,customer468@example.com,9995504943,Address 468,52,5544,710,466
C0469,Customer 469,customer469@example.com,9990243790,Address 469,91,6420,2217,431
C0470,Customer 470,customer470@example.com,9953134535,Address 470,92,115,618,344
C0471,Customer 471,customer471@example.com,9911387636,Address 471,14,5237,652,14
C0472,Customer 472,customer472@example.com,9906146464,Address 472,73,955,19,301
C0473,Customer 473,customer473@example.com,9990066477,Address 473,90,4066,339,142
C0474,Customer 474,customer474@example.com,9934331079,Address 474,5,342,2413,375
C0475,Customer 475,customer475@example.com,9979883502,Address 475,29,893,3446,112
C0476,Customer 476,customer476@example.com,9952859676,Address 476,2,2482,1577,274
C0477,Customer 477,customer477@example.com,9995667389,Address 477,52,473,3058,378
C0478,Customer 478,customer478@example.com,9975820567,Address 478,54,2605,3733,414
C0479,Customer 479,customer479@example.com,9965253599,Address 479,64,6755,3766,123
C0480,Customer 480,customer480@example.com,9907830686,Address 480,53,746,2394,58
C0481,Customer 481,customer481@example.com,9978010304,Address 481,74,1103,104,398
C0482,Customer 482,customer482@example.com,9988686002,Address 482,84,9352,4540,195
C0483,Customer 483,customer483@example.com,9998839202,Address 483,71,1743,418,56
C0484,Customer 484,customer484@example.com,9956367436,Address 484,58,6599,2478,279
C0485,Customer 485,customer485@example.com,9978729089,Address 485,94,3869,2326,459
C0486,Customer 486,customer486@example.com,9988789628,Address 486,63,8021,1248,184
C0487,Customer 487,customer487@example.com,9941672743,Address 487,52,3320,2806,400
C0488,Customer 488,customer488@example.com,9993900311,Address 488,66,1765,4674,412
C0489,Customer 489,customer489@example.com,9990990029,Address 489,97,2596,1017,466
C0490,Customer 490,customer490@example.com,9930144320,Address 490,29,5923,4595,438
C0491,Customer 491,customer491@example.com,9908676894,Address 491,54,4654,1028,182
C0492,Customer 492,customer492@example.com,9924433229,Address 492,24,7131,1433,153
C0493,Customer 493,customer493@example.com,9947051507,Address 493,47,578,3540,315
C0494,Customer 494,customer494@example.com,9904444811,Address 494,27,6107,379,56
C0495,Customer 495,customer495@example.com,9970270165,Address 495,30,8604,2038,45
C0496,Customer 496,customer496@example.com,9968434127,Address 496,13,8854,4403,460
C0497,Customer 497,customer497@example.com,9998815016,Address 497,83,6374,4814,33
C0498,Customer 498,customer498@example.com,9994618847,Address 498,99,346,28,268
C0499,Customer 499,customer499@example.com,9915508517,Address 499,63,3490,466,60
C0500,Customer 500,customer500@example.com,9967746580,Address 500,90,6750,3081,408
C0501,Customer 501,customer501@example.com,9959457918,Address 501,75,3960,287,183
C0502,Customer 502,customer502@example.com,9973861446,Address 502,61,8761,4363,319
C0503,Customer 503,customer503@example.com,9950537145,Address 503,3,7776,2705,374
C0504,Customer 504,customer504@example.com,9973300557,Address 504,58,2488,4568,128
C0505,Customer 505,customer505@example.com,9969751095,Address 505,44,2188,4102,448
C0506,Customer 506,customer506@example.com,9905868511,Address 506,24,795,2160,11
C0507,Customer 507,customer507@example.com,9957203300,Address 507,53,8904,3826,207
C0508,Customer 508,customer508@example.com,9942421845,Address 508,78,3675,3164,12
C0509,Customer 509,customer509@example.com,9945016490,Address 509,40,8048,4692,245
C0510,Customer 510,customer510@example.com,9978852145,Address 510,65,7078,2098,459
C0511,Customer 511,customer511@example.com,9940300599,Address 511,3,5558,4416,238
C0512,Customer 512,customer512@example.com,9906704376,Address 512,82,8394,2189,321
C0513,Customer 513,customer513@example.com,9923451566,Address 513,57,1313,3132,209
C0514,Customer 514,customer514@example.com,9913576504,Address 514,19,8020,3668,266
C0515,Customer 515,customer515@example.com,9940319616,Address 515,39,2287,4243,180
C0516,Customer 516,customer516@example.com,9931838293,Address 516,60,809,424,354
C0517,Customer 517,customer517@example.com,9938364502,Address 517,89,5487,3907,234
C0518,Customer 518,customer518@example.com,9924072868,Address 518,98,9068,4395,248
C0519,Customer 519,customer519@example.com,9905363260,Address 519,72,320,3959,169
C0520,Customer 520,customer520@example.com,9911692243,Address 520,63,3940,3393,34
C0521,Customer 521,customer521@example.com,9941066830,Address 521,23,5161,990,88
C0522,Customer 522,customer522@example.com,9976780891,Address 522,25,557,1731,17
C0523,Customer 523,customer523@example.com,9973543613,Address 523,14,906,4858,21
C0524,Customer 524,customer524@example.com,9998600478,Address 524,28,5593,3497,352
C0525,Customer 525,customer525@example.com,9951014981,Address 525,67,1557,1119,25
C0526,Customer 526,customer526@example.com,9992461264,Address 526,45,7499,882,328
C0527,Customer 527,customer527@example.com,9945567355,Address 527,9,9795,344,85
C0528,Customer 528,customer528@example.com,9933293434,Address 528,43,880,575,292
C0529,Customer 529,customer529@example.com,9921851304,Address 529,21,4939,752,232
C0530,Customer 530,customer530@example.com,9942212559,Address 530,27,4503,3403,226
C0531,Customer 531,customer531@example.com,9942374609,Address 531,77,6104,302,387
C0532,Customer 532,customer532@example.com,9950895208,Address 532,3,2316,4383,171
C0533,Customer 533,customer533@example.com,9995298610,Address 533,81,201,3236,496
C0534,Customer 534,customer534@example.com,9909935373,Address 534,39,9400,1776,423
C0535,Customer 535,customer535@example.com,9988715717,Address 535,67,2473,4893,173
C0536,Customer 536,customer536@example.com,9939554492,Address 536,39,5297,3298,53
C0537,Customer 537,customer537@example.com,9917542522,Address 537,93,9887,2282,260
C0538,Customer 538,customer538@example.com,9915290165,Address 538,16,1568,109,254
C0539,Customer 539,customer539@example.com,9974457372,Address 539,6,127,1809,470
C0540,Customer 540,customer540@example.com,9981657239,Address 540,99,1342,2798,359
C0541,Customer 541,customer541@example.com,9959973031,Address 541,29,5538,4493,255
C0542,Customer 542,customer542@example.com,9953843783,Address 542,85,5164,901,50
C0543,Customer 543,customer543@example.com,9994592338,Address 543,83,8090,1851,448
C0544,Customer 544,customer544@example.com,9983711981,Address 544,33,3817,1984,472
C0545,Customer 545,customer545@example.com,9901811193,Address 545,26,2777,4274,103
C0546,Customer 546,customer546@example.com,9910961562,Address 546,7,6629,4364,429
C0547,Customer 547,customer547@example.com,9951467298,Address 547,21,1597,2841,119
C0548,Customer 548,customer548@example.com,9964146011,Address 548,92,6308,1120,144
C0549,Customer 549,customer549@example.com,9960431102,Address 549,34,3224,380,319
C0550,Customer 550,customer550@example.com,9983257943,Address 550,50,7426,4233,284
C0551,Customer 551,customer551@example.com,9989452107,Address 551,86,9796,3852,28
C0552,Customer 552,customer552@example.com,9904921866,Address 552,21,6166,2458,162
C0553,Customer 553,customer553@example.com,9978128372,Address 553,60,6757,884,60
C0554,Customer 554,customer554@example.com,9979581923,Address 554,51,6817,1182,266
C0555,Customer 555,customer555@example.com,9999143693,Address 555,28,4953,102,305
C0556,Customer 556,customer556@example.com,9993877432,Address 556,92,7847,271,403
C0557,Customer 557,customer557@example.com,9920036606,Address 557,17,5766,1977,291
C0558,Customer 558,customer558@example.com,9981218337,Address 558,35,1021,3049,286
C0559,Customer 559,customer559@example.com,9961036083,Address 559,72,7434,4132,159
C0560,Customer 560,customer560@example.com,9903603637,Address 560,61,796,3381,48
C0561,Customer 561,customer561@example.com,9976043904,Address 561,91,1456,1288,400
C0562,Customer 562,customer562@example.com,9926595546,Address 562,36,8345,546,213
C0563,Customer 563,customer563@example.com,9942915682,Address 563,7,1027,973,69
C0564,Customer 564,customer564@example.com,9989455617,Address 564,8,3952,4816,378
C0565,Customer 565,customer565@example.com,9962461564,Address 565,33,1080,1564,173
C0566,Customer 566,customer566@example.com,9938206672,Address 566,84,6345,2936,277
C0567,Customer 567,customer567@example.com,9956592235,Address 567,34,9530,4510,249
C0568,Customer 568,customer568@example.com,9932440145,Address 568,37,7755,3427,356
C0569,Customer 569,customer569@example.com,9943711561,Address 569,72,722,684,452
C0570,Customer 570,customer570@example.com,9935120595,Address 570,8,4041,1404,146
C0571,Customer 571,customer571@example.com,9967294102,Address 571,84,1199,2396,297
C0572,Customer 572,customer572@example.com,9915017170,Address 572,9,1402,1539,65
C0573,Customer 573,customer573@example.com,9962177494,Address 573,92,7807,4719,321
C0574,Customer 574,customer574@example.com,9957071797,Address 574,14,632,1576,269
C0575,Customer 575,customer575@example.com,9909928071,Address 575,90,6129,4085,333
C0576,Customer 576,customer576@example.com,9954159305,Address 576,13,2232,3071,54
C0577,Customer 577,customer577@example.com,9932838695,Address 577,97,9399,4788,137
C0578,Customer 578,customer578@example.com,9912488901,Address 578,24,5180,2020,307
C0579,Customer 579,customer579@example.com,9932247888,Address 579,36,3332,835,432
C0580,Customer 580,customer580@example.com,9952184383,Address 580,77,2416,2483,157
C0581,Customer 581,customer581@example.com,9990145666,Address 581,18,1915,550,73
C0582,Customer 582,customer582@example.com,9999905626,Address 582,65,5144,119,496
C0583,Customer 583,customer583@example.com,9985962745,Address 583,39,6958,845,448
C0584,Customer 584,customer584@example.com,9986531854,Address 584,78,6897,3477,408
C0585,Customer 585,customer585@example.com,9981481166,Address 585,30,3912,2228,261
C0586,Customer 586,customer586@example.com,9991540587,Address 586,29,8824,2635,305
C0587,Customer 587,customer587@example.com,9990666604,Address 587,99,8636,2750,279
C0588,Customer 588,customer588@example.com,9963006037,Address 588,18,9342,3878,17
C0589,Customer 589,customer589@example.com,9912346836,Address 589,70,3449,1513,357
C0590,Customer 590,customer590@example.com,9947803292,Address 590,50,9205,4119,136
C0591,Customer 591,customer591@example.com,9928155031,Address 591,94,9670,1022,208
C0592,Customer 592,customer592@example.com,9958721466,Address 592,91,2442,731,338
C0593,Customer 593,customer593@example.com,9979356342,Address 593,96,7401,4473,423
C0594,Customer 594,customer594@example.com,9956072992,Address 594,54,9710,2723,128
C0595,Customer 595,customer595@example.com,9987935191,Address 595,18,3607,2445,433
C0596,Customer 596,customer596@example.com,9994189472,Address 596,47,5509,4642,468
C0597,Customer 597,customer597@example.com,9938110307,Address 597,39,8106,1505,223
C0598,Customer 598,customer598@example.com,9937045665,Address 598,60,8862,4673,323
C0599,Customer 599,customer599@example.com,9953624894,Address 599,70,5481,2232,119
C0600,Customer 600,customer600@example.com,9982566416,Address 600,57,1596,2996,273
C0601,Customer 601,customer601@example.com,9988909179,Address 601,16,8139,1067,443
C0602,Customer 602,customer602@example.com,9936149638,Address 602,38,4425,2297,93
C0603,Customer 603,customer603@example.com,9910041059,Address 603,95,6447,1753,179
C0604,Customer 604,customer604@example.com,9907780229,Address 604,4,7002,1231,188
C0605,Customer 605,customer605@example.com,9964104362,Address 605,20,4084,173,222
C0606,Customer 606,customer606@example.com,9911549771,Address 606,80,485,146,275
C0607,Customer 607,customer607@example.com,9981191016,Address 607,13,2179,4066,340
C0608,Customer 608,customer608@example.com,9935930392,Address 608,87,6033,4096,433
C0609,Customer 609,customer609@example.com,9960617304,Address 609,51,9301,2109,498
C0610,Customer 610,customer610@example.com,9949046948,Address 610,33,4613,3546,275
C0611,Customer 611,customer611@example.com,9905822707,Address 611,43,1228,3510,12
C0612,Customer 612,customer612@example.com,9908539028,Address 612,99,1845,2209,53
C0613,Customer 613,customer613@example.com,9944395610,Address 613,37,8964,1939,409
C0614,Customer 614,customer614@example.com,9973181351,Address 614,10,329,2109,153
C0615,Customer 615,customer615@example.com,9928170094,Address 615,83,7000,2773,273
C0616,Customer 616,customer616@example.com,9937491192,Address 616,76,4479,40,92
C0617,Customer 617,customer617@example.com,9953233445,Address 617,4,1908,1390,310
C0618,Customer 618,customer618@example.com,9991228283,Address 618,34,5423,656,17
C0619,Customer 619,customer619@example.com,9947304236,Address 619,76,4010,365,50
C0620,Customer 620,customer620@example.com,9952559227,Address 620,38,4179,394,413
C0621,Customer 621,customer621@example.com,9942790041,Address 621,66,9612,4105,383
C0622,Customer 622,customer622@example.com,9955564662,Address 622,88,4647,2484,18
C0623,Customer 623,customer623@example.com,9995127460,Address 623,89,8373,410,51
C0624,Customer 624,customer624@example.com,9989999472,Address 624,50,6727,182,488
C0625,Customer 625,customer625@example.com,9901949472,Address 625,35,2779,4586,439
C0626,Customer 626,customer626@example.com,9952371578,Address 626,95,7497,1925,133
C0627,Customer 627,customer627@example.com,9971305197,Address 627,55,6917,76,404
C0628,Customer 628,customer628@example.com,9976420086,Address 628,33,7734,29,238
C0629,Customer 629,customer629@example.com,9941229438,Address 629,36,1241,4448,181
C0630,Customer 630,customer630@example.com,9999179911,Address 630,37,4432,4433,122
C0631,Customer 631,customer631@example.com,9907859465,Address 631,18,8874,2737,236
C0632,Customer 632,customer632@example.com,9993248361,Address 632,76,1270,2767,72
C0633,Customer 633,customer633@example.com,9938369355,Address 633,88,7338,1289,57
C0634,Customer 634,customer634@example.com,9901715895,Address 634,4,3570,784,339
C0635,Customer 635,customer635@example.com,9986960668,Address 635,29,5869,1733,499
C0636,Customer 636,customer636@example.com,9966420704,Address 636,61,9266,4775,357
C0637,Customer 637,customer637@example.com,9977411646,Address 637,6,4211,4200,35
C0638,Customer 638,customer638@example.com,9909493374,Address 638,4,5586,3547,79
C0639,Customer 639,customer639@example.com,9931339140,Address 639,37,9164,2308,301
C0640,Customer 640,customer640@example.com,9959278055,Address 640,65,1617,4962,384
C0641,Customer 641,customer641@example.com,9913927090,Address 641,93,7239,484,70
C0642,Customer 642,customer642@example.com,9943075965,Address 642,34,9920,275,116
C0643,Customer 643,customer643@example.com,9965095348,Address 643,84,1436,3894,426
C0644,Customer 644,customer644@example.com,9974926834,Address 644,32,6732,3901,256
C0645,Customer 645,customer645@example.com,9913748114,Address 645,91,3958,2253,342
C0646,Customer 646,customer646@example.com,9994523819,Address 646,73,7957,1954,181
C0647,Customer 647,customer647@example.com,9955467619,Address 647,35,9258,2196,299
C0648,Customer 648,customer648@example.com,9927763515,Address 648,13,3993,2190,27
C0649,Customer 649,customer649@example.com,9962448493,Address 649,51,6912,2557,237
C0650,Customer 650,customer650@example.com,9969653501,Address 650,38,8028,3152,148
C0651,Customer 651,customer651@example.com,9960912257,Address 651,62,6678,1169,157
C0652,Customer 652,customer652@example.com,9945500681,Address 652,32,6420,1007,253
C0653,Customer 653,customer653@example.com,9916497880,Address 653,34,3954,1659,241
C0654,Customer 654,customer654@example.com,9955289307,Address 654,85,740,2353,175
C0655,Customer 655,customer655@example.com,9991846206,Address 655,95,2354,548,201
C0656,Customer 656,customer656@example.com,9908531080,Address 656,13,7366,1835,158
C0657,Customer 657,customer657@example.com,9937780923,Address 657,41,1525,1499,235
C0658,Customer 658,customer658@example.com,9930702272,Address 658,92,242,4472,328
C0659,Customer 659,customer659@example.com,9935383397,Address 659,67,2791,428,226
C0660,Customer 660,customer660@example.com,9955003970,Address 660,35,1342,3913,81
C0661,Customer 661,customer661@example.com,9983400185,Address 661,69,1843,2214,142
C0662,Customer 662,customer662@example.com,9925336071,Address 662,67,5738,243,51
C0663,Customer 663,customer663@example.com,9951496024,Address 663,41,9888,456,150
C0664,Customer 664,customer664@example.com,9971322093,Address 664,84,9603,3560,179
C0665,Customer 665,customer665@example.com,9913755966,Address 665,75,7060,4017,192
C0666,Customer 666,customer666@example.com,9949197550,Address 666,47,280,2545,262
C0667,Customer 667,customer667@example.com,9900613436,Address 667,91,6965,4514,384
C0668,Customer 668,customer668@example.com,9922265139,Address 668,49,4691,3805,81
C0669,Customer 669,customer669@example.com,9966732106,Address 669,98,7657,3476,445
C0670,Customer 670,customer670@example.com,9932465718,Address 670,92,6719,1299,392
C0671,Customer 671,customer671@example.com,9981848999,Address 671,82,3364,1750,55
C0672,Customer 672,customer672@example.com,9922896121,Address 672,40,7845,752,264
C0673,Customer 673,customer673@example.com,9996073432,Address 673,92,7340,1926,432
C0674,Customer 674,customer674@example.com,9958652764,Address 674,41,6871,4298,33
C0675,Customer 675,customer675@example.com,9941918552,Address 675,61,4020,3218,129
C0676,Customer 676,customer676@example.com,9945948468,Address 676,37,5660,3044,354
C0677,Customer 677,customer677@example.com,9924088613,Address 677,97,5824,2494,178
C0678,Customer 678,customer678@example.com,9960134147,Address 678,95,7840,4912,172
C0679,Customer 679,customer679@example.com,9994271768,Address 679,51,1970,1121,347
C0680,Customer 680,customer680@example.com,9967910565,Address 680,1,7139,2553,95
C0681,Customer 681,customer681@example.com,9943039767,Address 681,15,4822,604,388
C0682,Customer 682,customer682@example.com,9987660936,Address 682,29,3645,3190,304
C0683,Customer 683,customer683@example.com,9936338530,Address 683,58,3187,857,18
C0684,Customer 684,customer684@example.com,9933341985,Address 684,73,8190,4137,96
C0685,Customer 685,customer685@example.com,9904479824,Address 685,39,9947,190,488
C0686,Customer 686,customer686@example.com,9967043163,Address 686,18,4122,2897,191
C0687,Customer 687,customer687@example.com,9947333648,Address 687,82,6490,2208,420
C0688,Customer 688,customer688@example.com,9974403666,Address 688,16,4850,3598,410
C0689,Customer 689,customer689@example.com,9961500192,Address 689,54,3528,1429,435
C0690,Customer 690,customer690@example.com,9996026596,Address 690,19,6473,4849,177
C0691,Customer 691,customer691@example.com,9971324687,Address 691,2,4220,2971,450
C0692,Customer 692,customer692@example.com,9985501385,Address 692,47,6348,3076,141
C0693,Customer 693,customer693@example.com,9992203783,Address 693,2,8021,3738,422
C0694,Customer 694,customer694@example.com,9979103020,Address 694,40,8103,1979,114
C0695,Customer 695,customer695@example.com,9931679799,Address 695,84,6498,1655,487
C0696,Customer 696,customer696@example.com,9923476013,Address 696,52,4867,1251,185
C0697,Customer 697,customer697@example.com,9901460924,Address 697,59,6350,237,178
C0698,Customer 698,customer698@example.com,9968952602,Address 698,49,1208,3138,417
C0699,Customer 699,customer699@example.com,9931276993,Address 699,28,6426,3407,323
C0700,Customer 700,customer700@example.com,9920183832,Address 700,33,5879,1353,471
C0701,Customer 701,customer701@example.com,9957328938,Address 701,80,8052,903,312
C0702,Customer 702,customer702@example.com,9999289409,Address 702,74,9663,4973,440
C0703,Customer 703,customer703@example.com,9967492604,Address 703,45,4091,4458,240
C0704,Customer 704,customer704@example.com,9936544818,Address 704,42,6559,1799,167
C0705,Customer 705,customer705@example.com,9941655558,Address 705,1,5895,2331,442
C0706,Customer 706,customer706@example.com,9953788896,Address 706,34,3713,3801,119
C0707,Customer 707,customer707@example.com,9977622078,Address 707,6,1499,1540,338
C0708,Customer 708,customer708@example.com,9923896925,Address 708,83,4910,2092,191
C0709,Customer 709,customer709@example.com,9924280882,Address 709,18,5661,4804,437
C0710,Customer 710,customer710@example.com,9943020700,Address 710,85,3133,1389,438
C0711,Customer 711,customer711@example.com,9936701677,Address 711,94,6469,1501,422
C0712,Customer 712,customer712@example.com,9979401470,Address 712,29,3371,2619,118
C0713,Customer 713,customer713@example.com,9923116567,Address 713,98,6531,3854,370
C0714,Customer 714,customer714@example.com,9907279563,Address 714,49,2298,3010,29
C0715,Customer 715,customer715@example.com,9936369537,Address 715,99,9748,3105,353
C0716,Customer 716,customer716@example.com,9912065734,Address 716,27,1232,2186,78
C0717,Customer 717,customer717@example.com,9922682147,Address 717,97,5850,1492,225
C0718,Customer 718,customer718@example.com,9937486304,Address 718,59,5283,3060,47
C0719,Customer 719,customer719@example.com,9975561810,Address 719,1,5539,1237,56
C0720,Customer 720,customer720@example.com,9940498640,Address 720,27,5596,2312,48
C0721,Customer 721,customer721@example.com,9968285522,Address 721,96,4514,2743,33
C0722,Customer 722,customer722@example.com,9991977259,Address 722,51,1601,4160,187
C0723,Customer 723,customer723@example.com,9975827902,Address 723,96,6657,4415,46
C0724,Customer 724,customer724@example.com,9987398587,Address 724,82,4452,3611,153
C0725,Customer 725,customer725@example.com,9979056615,Address 725,2,812,436,418
C0726,Customer 726,customer726@example.com,9978867332,Address 726,13,6453,1382,413
C0727,Customer 727,customer727@example.com,9962835501,Address 727,3,927,1864,257
C0728,Customer 728,customer728@example.com,9980685015,Address 728,22,1151,2793,342
C0729,Customer 729,customer729@example.com,9907411320,Address 729,84,1971,3033,383
C0730,Customer 730,customer730@example.com,9994315011,Address 730,72,8147,48,488
C0731,Customer 731,customer731@example.com,9923856371,Address 731,78,5933,4605,44
C0732,Customer 732,customer732@example.com,9942951908,Address 732,51,8389,847,198
C0733,Customer 733,customer733@example.com,9931927516,Address 733,88,7312,165,175
C0734,Customer 734,customer734@example.com,9934674369,Address 734,30,2661,2947,137
C0735,Customer 735,customer735@example.com,9981299491,Address 735,65,1844,1060,154
C0736,Customer 736,customer736@example.com,9983868227,Address 736,40,7005,3558,115
C0737,Customer 737,customer737@example.com,9927339808,Address 737,9,6596,1353,241
C0738,Customer 738,customer738@example.com,9985930132,Address 738,84,425,2114,146
C0739,Customer 739,customer739@example.com,9917585527,Address 739,48,2869,3688,323
